lot_id,jour_age,mortalite_jour,aliment_kg,eau_litres,poids_moyen_g,temperature,symptome_sanitaire
LOT-0076,36,1,146.89,291.26,2113.8,31.0,0
LOT-0076,37,3,151.24,296.01,2106.0,31.9,0
LOT-0076,38,1,155.92,267.08,2161.6,31.5,0
LOT-0076,39,2,167.57,331.84,2204.5,29.1,0
LOT-0076,40,3,140.9,251.61,2227.5,30.2,0
LOT-0076,41,3,165.81,293.08,2297.3,30.5,0
LOT-0076,42,1,150.19,283.68,2311.7,30.1,0
LOT-0076,43,2,146.8,264.1,2330.8,28.7,0
LOT-0076,44,3,141.74,267.17,2334.1,28.2,0
LOT-0077,1,3,13.46,26.37,193.6,31.7,0
LOT-0077,2,1,16.67,28.65,221.3,30.0,0
LOT-0077,3,1,12.79,21.76,187.7,30.5,0
LOT-0077,4,2,12.08,22.07,261.9,29.4,0
LOT-0077,5,2,12.27,21.8,293.0,29.3,0
LOT-0077,6,1,15.93,31.71,315.6,30.9,0
LOT-0077,7,1,16.55,31.58,368.6,28.2,0
LOT-0077,8,1,52.52,90.54,375.1,30.6,0
LOT-0077,9,1,42.28,84.11,461.7,29.6,0
LOT-0077,10,0,51.52,96.14,441.2,28.8,0
LOT-0077,11,1,39.68,75.44,475.8,28.0,0
LOT-0077,12,1,38.14,67.62,563.7,31.0,0
LOT-0077,13,1,48.36,90.08,608.9,30.6,0
LOT-0077,14,1,45.87,83.93,667.7,29.0,0
LOT-0077,15,1,47.43,89.22,680.6,28.5,0
LOT-0077,16,1,39.82,68.17,792.0,31.5,0
LOT-0077,17,1,48.64,94.59,899.7,29.8,0
LOT-0077,18,1,37.78,66.1,896.8,29.9,0
LOT-0077,19,1,37.2,71.29,1011.3,28.2,0
LOT-0077,20,0,44.97,79.84,1030.5,32.0,0
LOT-0077,21,0,38.48,74.63,1108.1,28.8,0
LOT-0077,22,1,81.49,151.37,1198.6,31.6,0
LOT-0077,23,0,75.54,135.69,1314.2,30.8,0
LOT-0077,24,0,88.23,161.71,1368.4,29.7,0
LOT-0077,25,1,72.6,144.32,1416.1,31.3,0
LOT-0077,26,1,72.73,127.02,1485.0,31.1,0
LOT-0077,27,1,84.85,167.5,1522.5,28.9,0
LOT-0077,28,1,83.56,159.6,1616.5,28.1,0
LOT-0077,29,1,83.51,142.68,1678.0,30.2,0
LOT-0077,30,0,68.51,129.09,1734.6,28.7,0
LOT-0077,31,1,81.21,140.12,1808.7,31.2,0
LOT-0077,32,0,86.97,154.9,1813.7,30.7,0
LOT-0077,33,1,83.84,155.26,1871.7,29.5,0
LOT-0077,34,1,76.64,133.96,1952.9,31.4,0
LOT-0077,35,0,84.68,160.78,1954.4,31.2,0
LOT-0077,36,2,93.38,170.28,2062.2,28.3,0
LOT-0077,37,1,99.3,188.05,2068.6,28.9,0
LOT-0077,38,2,100.5,193.42,2123.8,31.4,0
LOT-0077,39,2,98.68,170.05,2093.3,29.7,0
LOT-0077,40,2,93.21,167.23,2130.4,31.5,0
LOT-0077,41,2,90.95,177.09,2182.8,28.9,0
LOT-0077,42,1,97.69,192.25,2175.3,28.4,0
LOT-0077,43,1,97.43,192.95,2187.2,30.6,0
LOT-0077,44,2,91.77,181.69,2233.9,28.9,0
LOT-0077,45,1,89.71,164.63,2254.5,31.5,0
LOT-0078,1,6,15.59,28.36,110.7,29.8,0
LOT-0078,2,4,20.93,40.44,152.4,28.5,0
LOT-0078,3,4,19.26,33.08,221.2,30.6,0
LOT-0078,4,5,17.09,29.31,232.6,28.8,0
LOT-0078,5,5,16.83,30.16,215.5,31.0,0
LOT-0078,6,1,20.68,36.84,354.5,30.1,0
LOT-0078,7,1,18.31,35.5,357.7,28.8,0
LOT-0078,8,1,42.56,80.28,402.3,29.6,0
LOT-0078,9,1,43.79,86.0,423.7,29.7,0
LOT-0078,10,1,44.65,80.23,508.2,30.7,0
LOT-0078,11,1,53.82,106.46,499.3,31.8,0
LOT-0078,12,1,50.5,93.33,626.9,29.0,0
LOT-0078,13,1,43.38,80.56,667.1,29.4,0
LOT-0078,14,1,54.32,94.51,677.3,29.7,0
LOT-0078,15,1,45.59,89.7,726.6,31.4,0
LOT-0078,16,1,55.49,102.2,808.3,31.4,0
LOT-0078,17,1,62.81,125.58,892.4,28.1,0
LOT-0078,18,1,60.63,118.85,944.9,31.8,0
LOT-0078,19,1,56.02,108.85,992.3,29.1,0
LOT-0078,20,1,51.13,89.58,1098.9,28.2,0
LOT-0078,21,1,42.4,79.82,1144.6,31.5,0
LOT-0078,22,1,101.0,172.07,1245.0,31.3,0
LOT-0078,23,1,105.53,205.4,1279.5,30.3,0
LOT-0078,24,1,91.95,160.53,1386.6,29.6,0
LOT-0078,25,1,91.32,156.4,1478.4,28.8,0
LOT-0078,26,1,101.04,180.84,1461.0,30.3,0
LOT-0078,27,1,88.56,157.23,1597.6,28.1,0
LOT-0078,28,1,102.59,175.79,1654.1,28.7,0
LOT-0078,29,1,99.54,193.37,1710.6,28.2,0
LOT-0078,30,0,106.38,200.01,1795.8,29.1,0
LOT-0078,31,1,87.36,156.69,1829.6,28.2,0
LOT-0078,32,0,99.77,183.71,1879.5,30.4,0
LOT-0078,33,1,90.3,167.42,1952.3,29.7,0
LOT-0078,34,1,95.76,167.36,2036.1,30.9,0
LOT-0078,35,1,98.72,193.7,2050.8,30.8,0
LOT-0078,36,2,120.49,210.59,2080.5,31.9,0
LOT-0078,37,2,115.47,215.3,2115.0,30.9,0
LOT-0078,38,2,116.45,214.75,2179.2,31.4,0
LOT-0078,39,2,115.31,202.32,2188.0,30.4,0
LOT-0078,40,2,121.53,220.15,2254.9,31.6,0
LOT-0078,41,2,117.2,209.61,2247.2,28.6,0
LOT-0078,42,1,113.5,203.59,2250.5,28.1,0
LOT-0078,43,1,108.81,208.64,2272.8,28.9,0
LOT-0078,44,2,116.55,218.39,2367.2,28.9,0
LOT-0078,45,2,106.04,206.12,2327.0,31.1,0
LOT-0079,1,3,14.5,26.05,129.7,29.8,0
LOT-0079,2,4,15.38,26.5,182.3,31.3,0
LOT-0079,3,6,15.85,30.95,164.0,28.3,0
LOT-0079,4,4,15.25,28.48,155.1,29.2,0
LOT-0079,5,4,15.87,28.84,177.5,30.0,0
LOT-0079,6,1,12.65,21.59,244.0,28.6,0
LOT-0079,7,0,11.86,21.01,241.4,28.5,0
LOT-0079,8,1,35.19,68.79,285.1,31.0,0
LOT-0079,9,1,36.5,72.22,288.5,30.6,0
LOT-0079,10,2,36.39,70.24,314.1,31.3,0
LOT-0079,11,0,34.67,63.12,362.6,30.4,0
LOT-0079,12,1,45.52,80.38,362.1,31.1,0
LOT-0079,13,1,44.85,88.27,457.5,30.0,0
LOT-0079,14,2,40.06,78.94,543.6,31.7,0
LOT-0079,15,1,42.2,75.89,507.9,30.1,0
LOT-0079,16,1,52.5,94.58,577.6,30.8,0
LOT-0079,17,0,38.69,66.95,648.7,31.6,0
LOT-0079,18,1,40.59,69.52,716.3,31.4,0
LOT-0079,19,1,34.81,60.5,751.0,30.4,0
LOT-0079,20,1,39.25,76.41,795.0,29.1,0
LOT-0079,21,1,44.11,76.37,839.9,31.6,0
LOT-0079,22,2,83.24,160.3,889.1,31.7,0
LOT-0079,23,2,86.26,151.78,911.5,29.3,0
LOT-0079,24,1,84.55,159.0,984.5,31.0,0
LOT-0079,25,1,86.52,163.12,993.0,28.6,0
LOT-0079,26,1,84.37,150.19,1081.3,29.7,0
LOT-0079,27,1,77.71,151.0,1184.5,28.9,0
LOT-0079,28,1,76.63,137.13,1196.9,28.1,0
LOT-0079,29,1,80.52,148.47,1237.7,28.8,0
LOT-0079,30,1,77.96,143.13,1250.1,31.7,0
LOT-0079,31,1,70.36,128.88,1340.9,30.2,0
LOT-0079,32,1,70.04,136.51,1375.4,29.3,0
LOT-0079,33,1,73.53,128.61,1404.5,29.2,0
LOT-0079,34,1,74.89,139.67,1414.6,30.5,0
LOT-0079,35,1,76.08,138.22,1514.3,29.2,0
LOT-0079,36,3,100.69,182.92,1473.7,30.9,0
LOT-0079,37,2,94.05,167.88,1549.3,29.1,0
LOT-0079,38,3,89.32,153.55,1560.9,28.0,0
LOT-0079,39,1,90.12,167.09,1592.9,28.3,0
LOT-0079,40,3,104.74,185.22,1604.7,31.1,0
LOT-0079,41,3,93.39,183.68,1600.2,30.2,0
LOT-0079,42,3,91.26,175.29,1604.1,28.5,0
LOT-0079,43,3,95.31,170.28,1625.9,28.8,0
LOT-0079,44,3,92.98,181.85,1637.8,29.4,0
LOT-0079,45,2,98.05,183.9,1660.1,30.2,0
LOT-0080,1,1,5.56,9.97,135.6,29.6,0
LOT-0080,2,1,7.86,13.44,181.6,28.5,0
LOT-0080,3,2,6.86,12.78,142.3,28.3,0
LOT-0080,4,3,7.8,14.56,232.2,30.5,0
LOT-0080,5,1,6.32,10.88,215.2,28.6,0
LOT-0080,6,0,5.39,9.64,246.6,31.1,0
LOT-0080,7,0,7.44,14.67,276.3,29.7,0
LOT-0080,8,0,18.6,31.91,300.8,31.0,0
LOT-0080,9,0,20.35,39.18,346.6,30.9,0
LOT-0080,10,1,20.7,37.4,390.4,29.9,0
LOT-0080,11,0,17.58,30.37,392.1,30.4,0
LOT-0080,12,0,23.51,46.45,468.0,28.7,0
LOT-0080,13,1,21.42,42.7,513.8,31.3,0
LOT-0080,14,0,17.74,33.79,579.6,28.6,0
LOT-0080,15,0,20.12,36.02,593.9,31.0,0
LOT-0080,16,1,23.0,41.0,659.7,29.5,0
LOT-0080,17,0,16.93,30.6,680.6,28.5,0
LOT-0080,18,1,19.61,36.08,783.3,28.5,0
LOT-0080,19,0,20.08,35.86,818.3,29.8,0
LOT-0080,20,0,19.5,33.45,869.5,28.2,0
LOT-0080,21,0,19.23,34.09,949.4,29.2,0
LOT-0080,22,0,39.57,70.24,986.2,28.7,0
LOT-0080,23,0,35.18,65.59,1087.9,30.2,0
LOT-0080,24,0,34.4,63.89,1124.0,31.0,0
LOT-0080,25,1,35.67,69.6,1201.2,28.6,0
LOT-0080,26,0,32.28,63.83,1249.1,29.1,0
LOT-0080,27,0,34.28,58.82,1286.3,28.8,0
LOT-0080,28,0,38.82,77.37,1356.5,30.8,0
LOT-0080,29,1,31.61,56.47,1396.1,28.4,0
LOT-0080,30,0,34.16,63.0,1475.1,29.3,0
LOT-0080,31,0,31.19,61.07,1520.6,29.7,0
LOT-0080,32,0,35.28,61.34,1571.4,28.1,0
LOT-0080,33,0,35.93,63.07,1585.1,28.7,0
LOT-0080,34,0,30.54,60.72,1637.4,31.4,0
LOT-0080,35,0,35.42,62.44,1634.6,30.3,0
LOT-0080,36,1,42.77,79.34,1722.2,28.9,0
LOT-0080,37,1,42.41,83.04,1737.7,30.7,0
LOT-0080,38,1,41.04,74.69,1772.5,29.8,0
LOT-0080,39,1,44.15,80.75,1774.7,28.8,0
LOT-0080,40,0,46.0,91.32,1819.8,30.5,0
LOT-0080,41,1,45.94,81.91,1882.3,30.3,0
LOT-0080,42,1,44.18,86.11,1830.8,28.4,0
LOT-0080,43,1,46.94,85.49,1915.1,31.3,0
LOT-0080,44,1,42.81,84.3,1917.1,29.0,0
LOT-0080,45,1,46.1,84.13,1902.3,28.4,0
LOT-0080,46,1,40.38,73.54,1900.1,29.2,0
LOT-0081,1,4,24.51,46.81,159.8,29.6,0
LOT-0081,2,7,23.14,45.5,191.5,28.8,0
LOT-0081,3,8,21.13,41.78,199.4,28.6,0
LOT-0081,4,2,18.86,34.65,202.5,31.8,0
LOT-0081,5,6,19.39,34.54,219.1,31.8,0
LOT-0081,6,1,22.01,40.25,291.8,31.1,0
LOT-0081,7,1,20.03,36.88,321.9,30.6,0
LOT-0081,8,1,74.25,143.76,371.9,31.4,0
LOT-0081,9,1,55.36,109.01,405.4,30.1,0
LOT-0081,10,1,53.24,90.88,451.2,29.5,0
LOT-0081,11,1,76.05,129.38,459.2,28.4,0
LOT-0081,12,1,66.04,123.24,525.8,28.6,0
LOT-0081,13,2,55.54,110.73,553.2,31.9,0
LOT-0081,14,1,73.97,143.12,623.1,30.6,0
LOT-0081,15,2,80.15,151.47,700.5,29.6,0
LOT-0081,16,1,63.46,125.34,758.8,28.6,0
LOT-0081,17,2,68.5,134.93,827.7,28.0,0
LOT-0081,18,1,66.08,125.52,892.9,30.6,0
LOT-0081,19,1,59.99,110.26,946.5,30.5,0
LOT-0081,20,1,63.29,124.47,1018.2,30.4,0
LOT-0081,21,1,54.66,98.66,1105.1,31.1,0
LOT-0081,22,0,126.87,237.29,1147.6,31.0,0
LOT-0081,23,1,112.09,199.7,1254.1,29.9,0
LOT-0081,24,2,124.44,219.21,1277.6,28.4,0
LOT-0081,25,1,128.9,229.39,1329.0,30.9,0
LOT-0081,26,2,118.72,209.54,1440.5,30.2,0
LOT-0081,27,0,111.84,212.09,1496.3,30.4,0
LOT-0081,28,2,103.93,186.39,1561.9,31.6,0
LOT-0081,29,1,130.96,256.15,1600.7,31.7,0
LOT-0081,30,1,103.23,205.37,1690.5,29.0,0
LOT-0081,31,1,127.05,225.81,1696.4,31.6,0
LOT-0081,32,2,110.29,192.65,1791.3,28.3,0
LOT-0081,33,1,133.58,230.94,1826.6,31.3,0
LOT-0081,34,1,131.38,238.41,1901.5,28.4,0
LOT-0081,35,1,117.5,206.92,1925.3,28.5,0
LOT-0081,36,3,141.9,277.31,1955.8,31.6,0
LOT-0081,37,2,159.79,296.61,1978.8,31.2,0
LOT-0081,38,1,136.57,254.03,2022.2,28.5,0
LOT-0081,39,2,153.84,289.57,2022.2,31.9,0
LOT-0081,40,2,145.78,260.71,2035.4,29.0,0
LOT-0081,41,3,156.96,290.34,2105.3,30.5,0
LOT-0081,42,1,135.09,253.06,2108.4,28.6,0
LOT-0081,43,2,133.54,236.53,2151.2,31.7,0
LOT-0081,44,1,147.54,270.0,2137.8,29.6,0
LOT-0081,45,1,135.72,243.88,2146.1,31.0,0
LOT-0082,1,2,3.98,7.41,144.6,30.1,0
LOT-0082,2,1,4.2,7.78,148.5,31.9,0
LOT-0082,3,1,3.18,5.51,226.0,29.4,0
LOT-0082,4,1,4.69,8.27,206.3,29.5,0
LOT-0082,5,1,4.56,8.0,225.3,28.6,0
LOT-0082,6,0,3.72,6.73,249.8,29.0,0
LOT-0082,7,0,4.24,7.31,309.2,29.1,0
LOT-0082,8,0,13.68,25.35,288.7,31.8,0
LOT-0082,9,0,9.66,18.45,307.6,31.5,0
LOT-0082,10,0,13.65,24.88,401.8,30.4,0
LOT-0082,11,0,13.6,23.53,434.4,29.9,0
LOT-0082,12,0,10.03,18.11,477.3,31.2,0
LOT-0082,13,0,12.3,21.58,492.3,30.1,0
LOT-0082,14,0,12.17,22.0,551.5,30.4,0
LOT-0082,15,0,10.86,18.59,608.5,30.4,0
LOT-0082,16,0,13.49,25.78,640.8,31.7,0
LOT-0082,17,0,13.86,26.78,737.3,31.8,0
LOT-0082,18,0,12.77,23.98,832.6,31.7,0
LOT-0082,19,0,10.95,20.72,850.8,30.0,0
LOT-0082,20,0,11.85,21.0,879.0,28.5,0
LOT-0082,21,0,9.58,17.15,908.8,30.8,0
LOT-0082,22,0,22.6,44.33,970.6,28.5,0
LOT-0082,23,0,19.49,36.97,1061.7,31.2,0
LOT-0082,24,0,19.69,33.69,1160.1,28.3,0
LOT-0082,25,0,22.58,38.54,1192.4,31.9,0
LOT-0082,26,0,19.06,38.09,1268.9,29.9,0
LOT-0082,27,0,19.79,34.96,1281.2,30.9,0
LOT-0082,28,0,20.35,38.99,1322.9,30.4,0
LOT-0082,29,0,22.24,44.2,1446.8,30.4,0
LOT-0082,30,0,22.19,39.58,1436.6,30.3,0
LOT-0082,31,0,22.54,41.23,1481.2,29.4,0
LOT-0082,32,0,22.18,37.8,1521.4,28.3,0
LOT-0082,33,0,21.68,38.37,1593.1,31.6,0
LOT-0082,34,0,21.58,37.29,1606.9,28.9,0
LOT-0082,35,0,22.45,41.88,1678.4,28.1,0
LOT-0082,36,0,26.98,50.83,1714.1,30.6,0
LOT-0082,37,1,26.35,50.91,1676.5,29.3,0
LOT-0082,38,1,26.11,45.83,1759.9,31.0,0
LOT-0082,39,1,26.08,44.37,1795.3,30.8,0
LOT-0082,40,0,26.28,52.11,1810.9,29.6,0
LOT-0082,41,0,26.15,46.67,1885.5,29.5,0
LOT-0082,42,1,26.33,46.04,1834.2,28.7,0
LOT-0082,43,0,28.27,49.94,1894.6,30.7,0
LOT-0082,44,0,25.54,44.05,1918.1,30.6,0
LOT-0082,45,1,26.24,44.97,1943.9,30.4,0
LOT-0082,46,0,27.76,52.19,1916.2,29.8,0
LOT-0083,1,5,11.79,22.46,84.8,29.5,0
LOT-0083,2,3,16.12,29.32,116.4,31.9,0
LOT-0083,3,6,16.83,29.22,163.8,28.2,0
LOT-0083,4,5,13.03,22.87,195.1,28.2,0
LOT-0083,5,2,11.48,20.34,201.9,28.9,0
LOT-0083,6,1,11.2,19.24,247.4,28.1,0
LOT-0083,7,1,13.39,24.28,256.9,30.9,0
LOT-0083,8,1,34.14,65.62,295.2,29.4,0
LOT-0083,9,1,41.03,82.03,308.5,28.0,0
LOT-0083,10,1,47.33,83.54,321.7,31.0,0
LOT-0083,11,0,44.17,81.26,376.6,29.1,0
LOT-0083,12,1,38.03,67.45,362.3,28.1,0
LOT-0083,13,1,49.74,89.82,425.7,28.4,0
LOT-0083,14,0,41.76,83.13,448.7,30.8,0
LOT-0083,15,1,44.56,84.42,527.1,28.1,0
LOT-0083,16,1,47.41,89.81,562.4,29.9,0
LOT-0083,17,0,46.97,88.66,629.3,30.7,0
LOT-0083,18,1,44.82,82.13,683.1,29.5,0
LOT-0083,19,1,36.3,64.39,739.7,28.5,0
LOT-0083,20,1,48.07,87.18,799.7,30.5,0
LOT-0083,21,1,39.1,69.06,810.4,31.4,0
LOT-0083,22,1,65.89,130.57,873.3,29.0,0
LOT-0083,23,2,69.97,134.74,890.0,31.5,0
LOT-0083,24,1,67.76,124.08,962.2,30.4,0
LOT-0083,25,1,72.55,127.88,1069.9,30.1,0
LOT-0083,26,1,76.03,147.53,1071.1,30.0,0
LOT-0083,27,1,84.8,166.94,1139.5,28.4,0
LOT-0083,28,1,65.1,118.24,1167.9,29.4,0
LOT-0083,29,4,73.23,141.91,1229.4,29.4,1
LOT-0083,30,4,80.21,142.35,1314.1,33.2,1
LOT-0083,31,6,71.58,133.04,1270.4,29.9,0
LOT-0083,32,2,69.3,130.81,1339.7,31.2,1
LOT-0083,33,6,81.15,158.86,1401.4,33.2,0
LOT-0083,34,6,80.81,155.31,1441.0,32.4,1
LOT-0083,35,3,64.61,112.38,1463.7,32.5,1
LOT-0083,36,1,96.52,177.45,1489.1,31.9,0
LOT-0083,37,3,92.35,176.36,1493.3,30.0,0
LOT-0083,38,2,83.21,144.36,1545.4,30.1,0
LOT-0083,39,2,81.1,143.47,1535.1,29.2,0
LOT-0083,40,2,96.19,190.86,1557.1,31.1,0
LOT-0083,41,1,95.01,181.28,1618.9,29.1,0
LOT-0083,42,1,88.36,170.52,1583.8,29.8,0
LOT-0083,43,2,83.68,145.79,1661.7,30.1,0
LOT-0083,44,1,96.27,189.17,1577.1,31.3,0
LOT-0084,1,3,20.48,40.16,168.6,28.9,0
LOT-0084,2,7,17.23,34.19,238.3,30.0,0
LOT-0084,3,8,18.84,34.85,181.2,28.8,0
LOT-0084,4,2,19.36,36.44,192.1,29.1,0
LOT-0084,5,5,15.03,28.09,207.7,30.3,0
LOT-0084,6,1,15.43,27.44,269.6,29.5,0
LOT-0084,7,2,21.15,38.33,307.9,31.5,0
LOT-0084,8,1,49.34,85.5,249.2,29.4,0
LOT-0084,9,2,63.19,119.6,332.7,31.8,0
LOT-0084,10,1,59.95,115.14,373.5,29.1,0
LOT-0084,11,1,43.79,77.62,398.9,30.0,0
LOT-0084,12,0,50.01,92.86,473.8,30.6,0
LOT-0084,13,1,53.35,98.03,492.1,28.2,0
LOT-0084,14,1,51.58,102.1,549.1,29.5,0
LOT-0084,15,1,61.02,113.78,653.4,30.4,0
LOT-0084,16,1,63.17,109.34,656.1,31.6,0
LOT-0084,17,1,58.31,107.59,703.4,29.5,0
LOT-0084,18,2,60.37,120.34,756.0,28.5,0
LOT-0084,19,1,61.05,111.82,770.9,28.8,0
LOT-0084,20,1,52.86,90.52,844.2,29.3,0
LOT-0084,21,1,54.16,98.16,920.1,28.3,0
LOT-0084,22,1,102.51,191.04,1016.0,29.0,0
LOT-0084,23,2,98.91,185.75,1039.9,28.6,0
LOT-0084,24,1,95.86,185.3,1082.3,29.9,0
LOT-0084,25,1,92.1,179.07,1178.5,29.9,0
LOT-0084,26,1,106.43,187.39,1199.5,28.6,0
LOT-0084,27,1,106.99,196.71,1241.2,30.4,0
LOT-0084,28,1,91.43,172.93,1321.7,31.2,0
LOT-0084,29,1,86.29,160.1,1393.8,31.9,0
LOT-0084,30,0,104.57,207.3,1408.3,28.0,0
LOT-0084,31,2,86.07,164.96,1490.9,31.3,0
LOT-0084,32,1,87.08,160.67,1507.8,29.9,0
LOT-0084,33,1,102.45,177.88,1548.3,29.3,0
LOT-0084,34,1,95.73,173.94,1564.0,28.0,0
LOT-0084,35,1,106.2,185.21,1633.0,31.4,0
LOT-0084,36,1,115.02,203.01,1656.4,30.7,0
LOT-0084,37,1,119.22,232.06,1644.0,28.4,0
LOT-0084,38,3,123.91,226.53,1647.6,28.5,0
LOT-0084,39,3,110.05,199.13,1716.8,29.6,0
LOT-0084,40,3,108.17,203.66,1742.7,30.7,0
LOT-0084,41,2,113.39,201.81,1817.6,28.6,0
LOT-0084,42,4,127.35,254.18,1801.5,29.5,0
LOT-0084,43,2,116.37,204.82,1809.8,28.4,0
LOT-0084,44,1,127.77,244.17,1817.4,29.8,0
LOT-0084,45,2,120.63,220.32,1845.3,31.2,0
LOT-0084,46,2,126.31,216.13,1833.5,30.8,0
LOT-0085,1,3,11.96,22.01,144.4,30.2,0
LOT-0085,2,4,12.04,22.28,200.8,28.8,0
LOT-0085,3,3,11.39,20.33,171.1,31.3,0
LOT-0085,4,3,14.33,28.33,238.9,31.9,0
LOT-0085,5,2,14.97,29.1,262.0,31.8,0
LOT-0085,6,1,14.86,27.08,274.9,29.5,0
LOT-0085,7,1,12.43,22.37,323.3,28.7,0
LOT-0085,8,1,36.06,61.73,308.7,28.1,0
LOT-0085,9,1,33.47,62.38,364.5,30.7,0
LOT-0085,10,1,32.48,55.45,399.0,31.1,0
LOT-0085,11,1,39.35,68.25,465.3,28.2,0
LOT-0085,12,1,47.6,85.49,488.4,29.7,0
LOT-0085,13,1,40.95,78.98,576.5,28.4,0
LOT-0085,14,0,40.8,75.8,562.3,30.4,0
LOT-0085,15,1,39.59,75.94,650.3,31.3,0
LOT-0085,16,1,41.58,82.52,677.5,29.3,0
LOT-0085,17,1,39.84,79.0,756.3,28.2,0
LOT-0085,18,1,35.06,61.92,779.5,29.8,0
LOT-0085,19,1,37.59,65.82,880.5,31.2,0
LOT-0085,20,0,41.89,76.61,935.3,28.3,0
LOT-0085,21,1,40.11,77.57,1057.0,31.1,0
LOT-0085,22,1,78.74,139.06,1021.8,32.0,0
LOT-0085,23,1,79.93,152.21,1164.6,31.0,0
LOT-0085,24,0,70.58,124.28,1180.3,29.8,0
LOT-0085,25,1,62.67,117.53,1270.2,30.7,0
LOT-0085,26,4,77.03,145.92,1331.4,32.1,0
LOT-0085,27,3,69.6,126.63,1405.0,32.1,1
LOT-0085,28,3,72.51,123.8,1411.2,32.3,0
LOT-0085,29,4,70.6,123.92,1463.5,32.8,1
LOT-0085,30,4,76.83,153.42,1551.9,30.5,0
LOT-0085,31,5,69.83,128.43,1574.3,30.8,1
LOT-0085,32,3,66.22,131.93,1628.4,32.7,1
LOT-0085,33,1,64.91,124.8,1687.5,28.3,0
LOT-0085,34,1,60.28,110.45,1723.5,31.6,0
LOT-0085,35,1,68.04,119.52,1802.8,30.4,0
LOT-0085,36,2,82.26,159.62,1815.7,30.1,0
LOT-0085,37,1,89.11,159.73,1820.8,30.6,0
LOT-0085,38,2,85.07,151.3,1861.9,30.4,0
LOT-0085,39,2,82.33,160.59,1849.8,32.0,0
LOT-0085,40,2,87.11,163.5,1912.3,28.1,0
LOT-0085,41,1,80.22,136.69,1917.5,30.5,0
LOT-0085,42,1,86.49,147.63,1933.9,30.6,0
LOT-0085,43,1,77.48,136.99,1984.7,31.3,0
LOT-0085,44,1,77.14,132.11,2020.3,31.1,0
LOT-0086,1,2,10.24,18.14,205.8,29.2,0
LOT-0086,2,1,10.41,20.14,173.3,28.4,0
LOT-0086,3,2,9.9,18.8,164.7,30.7,0
LOT-0086,4,3,11.31,21.07,201.6,30.0,0
LOT-0086,5,2,9.18,16.63,257.7,29.1,0
LOT-0086,6,1,12.38,23.51,327.7,29.7,0
LOT-0086,7,1,10.97,21.52,275.2,30.2,0
LOT-0086,8,1,36.76,69.71,351.5,31.8,0
LOT-0086,9,1,35.42,62.51,437.2,30.1,0
LOT-0086,10,0,33.18,60.99,424.5,29.5,0
LOT-0086,11,1,36.26,64.8,502.2,29.6,0
LOT-0086,12,1,32.95,62.43,564.3,29.2,0
LOT-0086,13,1,37.36,71.25,574.4,28.1,0
LOT-0086,14,1,34.68,62.71,618.0,30.9,0
LOT-0086,15,1,29.37,51.38,681.8,28.8,0
LOT-0086,16,0,32.03,56.34,729.1,28.2,0
LOT-0086,17,0,33.8,66.66,815.7,29.1,0
LOT-0086,18,1,32.29,61.53,832.1,29.0,0
LOT-0086,19,1,25.79,48.17,910.5,30.7,0
LOT-0086,20,1,27.85,50.21,1009.1,30.6,0
LOT-0086,21,1,26.61,47.05,1107.5,30.4,0
LOT-0086,22,1,58.03,113.0,1146.3,31.0,0
LOT-0086,23,1,52.55,90.58,1182.3,28.4,0
LOT-0086,24,0,47.99,95.89,1205.5,28.7,0
LOT-0086,25,1,59.77,104.28,1290.5,31.6,0
LOT-0086,26,1,57.75,107.25,1404.5,30.0,0
LOT-0086,27,1,57.39,103.56,1446.6,30.5,0
LOT-0086,28,0,56.29,111.04,1521.4,28.3,0
LOT-0086,29,0,54.39,107.18,1555.3,29.3,0
LOT-0086,30,1,57.59,113.86,1670.7,29.7,0
LOT-0086,31,1,48.62,89.3,1679.3,28.4,0
LOT-0086,32,1,56.87,110.85,1747.6,29.5,0
LOT-0086,33,1,59.74,104.55,1728.8,28.7,0
LOT-0086,34,0,54.62,101.23,1841.8,31.1,0
LOT-0086,35,0,55.57,110.02,1842.4,30.4,0
LOT-0086,36,1,72.29,142.91,1904.3,30.4,0
LOT-0086,37,2,67.52,115.99,1910.0,30.9,0
LOT-0086,38,2,72.55,126.06,1995.5,30.7,0
LOT-0086,39,1,69.35,119.97,2010.0,29.1,0
LOT-0086,40,1,72.24,134.31,2054.1,28.2,0
LOT-0086,41,1,61.68,110.25,2048.6,30.4,0
LOT-0086,42,1,60.98,116.1,2073.6,30.2,0
LOT-0086,43,1,63.34,110.2,2066.2,29.5,0
LOT-0086,44,1,61.49,110.64,2117.8,30.4,0
LOT-0086,45,1,62.39,107.66,2125.3,29.2,0
LOT-0087,1,2,5.3,9.04,154.0,28.6,0
LOT-0087,2,2,7.55,14.21,153.6,29.4,0
LOT-0087,3,1,7.31,13.54,236.7,31.4,0
LOT-0087,4,1,6.97,13.38,186.5,28.6,0
LOT-0087,5,1,6.0,11.82,262.1,31.1,0
LOT-0087,6,0,6.1,11.26,291.2,30.3,0
LOT-0087,7,0,6.12,10.94,295.9,31.4,0
LOT-0087,8,1,15.62,30.6,372.4,28.2,0
LOT-0087,9,0,16.03,30.36,397.8,31.0,0
LOT-0087,10,0,19.49,33.33,444.8,30.6,0
LOT-0087,11,0,17.54,31.92,532.2,31.0,0
LOT-0087,12,0,15.35,26.13,529.5,29.1,0
